,year,total-prec(mm),stnid,total-snow(mm),total-rain(mm),Prov,station's name,lat (deg),long (deg),elev (m),stns joined,mean-temp(celsius)
5322,1992,93.6,3012280,93.6,0.0,AB,ELK POINT,53.88333333333333,-111.06666666666666,605,No,-10.8
5323,1993,39.1,3012280,39.1,0.0,AB,ELK POINT,53.88333333333333,-111.06666666666666,605,No,-16.5
5324,1994,105.0,3012280,105.0,0.0,AB,ELK POINT,53.88333333333333,-111.06666666666666,605,No,-16.4
5325,1995,57.0,3012280,57.0,0.0,AB,ELK POINT,53.88333333333333,-111.06666666666666,605,No,-14.2
5326,1996,54.3,3012280,51.2,3.2,AB,ELK POINT,53.88333333333333,-111.06666666666666,605,No,-17.7
5327,1997,64.6,3012280,58.2,6.4,AB,ELK POINT,53.88333333333333,-111.06666666666666,605,No,-16.3
5328,1917,-9999.9,3015523,-10.0,-10.0,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-9999.9
5329,1918,99.8,3015523,99.8,0.0,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-13.0
5330,1919,-9999.9,3015523,-9999.9,-9999.9,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-8.2
5331,1920,-9999.9,3015523,-9999.9,-9999.9,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-9999.9
5332,1921,-9999.9,3015523,-9999.9,-9999.9,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-9999.9
5333,1922,-9999.9,3015523,-9999.9,-9999.9,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-13.0
5334,1923,-9999.9,3015523,-9999.9,-9999.9,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-9999.9
5335,1924,68.8,3015523,68.8,0.0,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-9.0
5336,1925,104.2,3015523,104.2,0.0,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-13.8
5337,1926,53.5,3015523,53.5,0.0,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-4.9
5338,1927,32.0,3015523,32.0,0.0,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-12.2
5339,1928,72.6,3015523,72.6,0.0,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-11.2
5340,1929,105.7,3015523,105.7,0.0,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-12.6
5341,1930,37.4,3015523,36.4,1.1,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-10.6
5342,1931,8.0,3015523,8.0,0.0,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-1.1
5343,1932,22.9,3015523,22.9,0.0,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-12.3
5344,1933,23.2,3015523,23.2,0.0,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-13.6
5345,1934,43.4,3015523,43.4,0.0,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-9999.9
5346,1935,49.3,3015523,48.5,0.7,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-9.8
5347,1936,81.2,3015523,79.4,1.8,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-9999.9
5348,1937,75.8,3015523,75.8,0.0,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-15.0
5349,1938,46.2,3015523,46.2,0.0,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-9999.9
5350,1939,59.4,3015523,58.3,1.1,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-10.9
5351,1940,50.7,3015523,50.7,0.0,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-9999.9
5352,1941,43.5,3015523,43.5,0.0,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-9999.9
5353,1942,77.0,3015523,77.0,0.0,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-9999.9
5354,1943,42.3,3015523,42.3,0.0,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-9999.9
5355,1944,81.0,3015523,81.0,0.0,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-9999.9
5356,1945,-9999.9,3015523,-9999.9,0.3,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-9999.9
5357,1946,100.9,3015523,100.9,0.0,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-9.2
5358,1947,117.2,3015523,114.9,2.3,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-11.4
5359,1948,80.5,3015523,80.0,0.5,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-9.2
5360,1949,68.9,3015523,68.9,0.0,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-15.9
5361,1950,64.4,3015523,64.4,0.0,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-17.9
5362,1951,80.9,3015523,80.6,0.3,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-12.8
5363,1952,72.9,3015523,58.9,14.0,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-13.7
5364,1953,54.4,3015523,45.8,8.6,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-9.2
5365,1954,61.0,3015523,60.0,1.0,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-9.5
5366,1955,38.7,3015523,38.0,0.7,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-8.1
5367,1956,60.0,3015523,60.0,0.0,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-16.0
5368,1957,87.9,3015523,87.9,0.0,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-13.0
5369,1958,48.4,3015523,47.8,0.6,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-8.6
5370,1959,75.5,3015523,74.4,1.1,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-12.9
5371,1960,94.9,3015523,94.9,0.0,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-9.2
5372,1961,69.6,3015523,64.6,5.0,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-7.0
5373,1962,62.1,3015523,59.7,2.4,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-13.0
5374,1963,134.9,3015523,127.8,7.1,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-9.4
5375,1964,50.2,3015523,49.3,0.9,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-7.9
5376,1965,108.8,3015523,105.1,3.7,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-15.1
5377,1966,97.6,3015523,97.6,0.0,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-14.4
5378,1967,77.8,3015523,77.5,0.3,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-10.9
5379,1968,97.8,3015523,95.7,2.1,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-10.8
5380,1969,91.6,3015523,91.3,0.3,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-19.5
5381,1970,67.5,3015523,67.2,0.3,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-10.5
5382,1971,147.5,3015523,120.4,27.2,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-13.5
5383,1972,134.4,3015523,134.4,0.0,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-16.8
5384,1973,96.5,3015523,95.3,1.2,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-11.7
5385,1974,111.7,3015523,111.4,0.3,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-12.1
5386,1975,93.3,3015523,93.3,0.0,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-10.3
5387,1976,109.5,3015523,107.4,2.1,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-9.6
5388,1977,72.9,3015523,70.8,2.1,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-6.6
5389,1978,83.6,3015523,80.1,3.5,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-15.3
5390,1979,49.4,3015523,49.4,0.0,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-15.4
5391,1980,98.7,3015523,95.8,2.8,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-12.5
5392,1981,61.6,3015523,58.7,3.0,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-7.8
5393,1982,102.4,3015523,100.9,1.5,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-15.0
5394,1983,50.9,3015523,48.2,2.7,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-8.1
5395,1984,77.9,3015523,76.4,1.4,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-9.4
5396,1985,90.7,3015523,88.7,2.1,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-12.3
5397,1986,51.9,3015523,48.7,3.2,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-7.3
5398,1987,38.1,3015523,36.5,1.6,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-4.9
5399,1988,47.3,3015523,45.8,1.5,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-8.4
5400,1989,126.2,3015523,123.5,2.7,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-11.6
5401,1990,51.4,3015523,48.2,3.1,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-8.0
5402,1991,98.1,3015523,94.1,4.0,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-9.1
5403,1992,52.7,3015523,51.6,1.1,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-6.5
5404,1993,81.3,3015523,81.1,0.1,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-12.9
5405,1994,-9999.9,3015523,-9999.9,-9999.9,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-11.5
5406,1995,-9999.9,3015523,-9999.9,-9999.9,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-9999.9
5407,1996,-9999.9,3015523,-9999.9,-9999.9,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-13.9
5408,1997,115.7,3015523,115.7,0.0,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-13.3
5409,1998,45.3,3015523,45.3,0.0,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-8.9
5410,1999,57.4,3015523,57.4,0.0,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-10.1
5411,2000,41.8,3015523,41.8,0.0,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-9.1
5412,2001,43.9,3015523,40.4,3.5,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-10.6
5413,2002,34.9,3015523,34.9,0.0,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-9.6
5414,2003,81.9,3015523,78.6,3.3,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-8.8
5415,2004,29.0,3015523,29.0,0.0,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-10.9
5416,2005,120.6,3015523,109.4,11.2,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-9.9
5417,2006,-9999.9,3015523,-9999.9,-9999.9,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-6.7
5418,2007,37.8,3015523,37.8,0.0,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-8.9
5419,2008,-9999.9,3015523,-9999.9,-9999.9,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-10.6
5420,2009,-9999.9,3015523,-9999.9,-9999.9,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-12.4
5421,2010,-9999.9,3015523,-9999.9,-9999.9,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-12.2
5422,2011,-9999.9,3015523,-9999.9,-9999.9,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-13.3
5423,2012,-9999.9,3015523,-9999.9,-9999.9,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-8.0
5424,2013,-9999.9,3015523,-9999.9,-9999.9,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-10.2
5425,2014,-9999.9,3015523,-9999.9,-9999.9,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-13.0
5426,2015,-9999.9,3015523,-9999.9,-9999.9,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-8.6
5427,2016,-9999.9,3015523,-9999.9,-9999.9,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-8.3
5428,2017,-9999.9,3015523,-9999.9,-9999.9,AB,ROCKY MTN HOUSE,52.42139055555555,-114.91222305555556,988,Yes,-10.3
5429,1916,-9999.9,3023560,-10.0,-10.0,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-13.0
5430,1917,68.8,3023560,68.8,0.0,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-15.3
5431,1918,128.4,3023560,124.5,4.0,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-9999.9
5432,1919,64.0,3023560,45.0,18.9,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-9.2
5433,1920,-9999.9,3023560,-9999.9,-9999.9,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-9999.9
5434,1921,-9999.9,3023560,-9999.9,-9999.9,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-9.6
5435,1922,-9999.9,3023560,-9999.9,-9999.9,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-9999.9
5436,1923,-9999.9,3023560,-9999.9,-9999.9,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-9999.9
5437,1924,-9999.9,3023560,-9999.9,-9999.9,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-9999.9
5438,1925,33.4,3023560,33.4,0.0,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-14.8
5439,1926,78.0,3023560,76.2,1.8,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-6.5
5440,1927,49.2,3023560,49.2,0.0,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-13.3
5441,1928,55.5,3023560,55.5,0.0,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-12.3
5442,1929,44.1,3023560,44.1,0.0,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-13.8
5443,1930,46.5,3023560,45.2,1.3,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-12.6
5444,1931,13.2,3023560,13.2,0.0,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-3.0
5445,1932,79.6,3023560,67.0,12.6,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-11.6
5446,1933,36.9,3023560,36.9,0.0,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-11.0
5447,1934,59.4,3023560,59.4,0.0,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-10.8
5448,1935,78.3,3023560,78.3,0.0,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-13.4
5449,1936,75.9,3023560,75.2,0.7,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-19.2
5450,1937,57.8,3023560,57.8,0.0,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-19.0
5451,1938,86.8,3023560,86.8,0.0,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-12.7
5452,1939,56.6,3023560,56.6,0.0,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-11.0
5453,1940,66.3,3023560,66.3,0.0,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-10.8
5454,1941,37.5,3023560,37.5,0.0,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-8.3
5455,1942,24.4,3023560,23.1,1.3,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-8.3
5456,1943,56.9,3023560,53.6,3.3,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-14.0
5457,1944,52.9,3023560,49.2,3.6,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-7.1
5458,1945,62.3,3023560,62.3,0.0,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-10.0
5459,1946,56.2,3023560,56.2,0.0,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-13.3
5460,1947,63.4,3023560,63.4,0.0,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-12.8
5461,1948,96.6,3023560,91.1,5.5,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-11.3
5462,1949,46.3,3023560,46.3,0.0,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-17.2
5463,1950,49.1,3023560,49.1,0.0,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-18.6
5464,1951,72.2,3023560,72.2,0.0,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-14.3
5465,1952,43.0,3023560,37.4,5.6,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-14.1
5466,1953,75.3,3023560,75.3,0.0,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-8.6
5467,1954,55.0,3023560,55.0,0.0,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-10.2
5468,1955,44.7,3023560,44.7,0.0,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-8.8
5469,1956,40.1,3023560,40.1,0.0,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-16.5
5470,1957,49.1,3023560,49.1,0.0,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-12.7
5471,1958,36.0,3023560,36.0,0.0,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-6.7
5472,1959,19.1,3023560,19.1,0.0,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-12.2
5473,1960,-9999.9,3023560,-9999.9,-9999.9,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-9999.9
5474,1961,-9999.9,3023560,-9999.9,-9999.9,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-9999.9
5475,1962,-9999.9,3023560,-9999.9,-9999.9,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-9999.9
5476,1963,-9999.9,3023560,-9999.9,-9999.9,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-9999.9
5477,1964,-9999.9,3023560,-9999.9,-9999.9,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-9999.9
5478,1965,-9999.9,3023560,-9999.9,-9999.9,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-9999.9
5479,1966,-9999.9,3023560,-9999.9,-9999.9,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-9999.9
5480,1967,-9999.9,3023560,-9999.9,-9999.9,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-9999.9
5481,1968,-9999.9,3023560,-9999.9,-9999.9,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-9999.9
5482,1969,-9999.9,3023560,-9999.9,-9999.9,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-9999.9
5483,1970,-9999.9,3023560,-9999.9,-9999.9,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-9999.9
5484,1971,-9999.9,3023560,-9999.9,-9999.9,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-9999.9
5485,1972,-9999.9,3023560,-9999.9,-9999.9,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-9999.9
5486,1973,-9999.9,3023560,-9999.9,-9999.9,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-9999.9
5487,1974,-9999.9,3023560,-9999.9,-9999.9,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-9999.9
5488,1975,-9999.9,3023560,-9999.9,-9999.9,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-9999.9
5489,1976,-9999.9,3023560,-9999.9,-9999.9,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-9999.9
5490,1977,-9999.9,3023560,-9999.9,-9999.9,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-9999.9
5491,1978,-9999.9,3023560,-9999.9,-9999.9,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-9999.9
5492,1979,-9999.9,3023560,-9999.9,-9999.9,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-9999.9
5493,1980,-9999.9,3023560,-9999.9,-9999.9,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-9999.9
5494,1981,-9999.9,3023560,-9999.9,-9999.9,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-9999.9
5495,1982,-9999.9,3023560,-9999.9,-9999.9,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-9999.9
5496,1983,21.9,3023560,21.6,0.3,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-9999.9
5497,1984,-9999.9,3023560,-9999.9,-9999.9,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-9999.9
5498,1985,34.5,3023560,34.1,0.4,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-9999.9
5499,1986,-9999.9,3023560,-9999.9,-9999.9,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-9999.9
5500,1987,16.6,3023560,16.0,0.6,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-4.2
5501,1988,-9999.9,3023560,-9999.9,-9999.9,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-9999.9
5502,1989,-9999.9,3023560,-9999.9,-9999.9,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-9999.9
5503,1990,-9999.9,3023560,-9999.9,-9999.9,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-9999.9
5504,1991,17.5,3023560,17.2,0.3,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-9.2
5505,1992,36.2,3023560,36.0,0.1,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-4.7
5506,1993,-9999.9,3023560,-9999.9,-9999.9,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-9999.9
5507,1994,-9999.9,3023560,-9999.9,-9999.9,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-9999.9
5508,1995,-9999.9,3023560,-9999.9,-9999.9,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-9999.9
5509,1996,59.0,3023560,59.0,0.0,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-15.9
5510,1997,57.8,3023560,57.3,0.4,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-13.6
5511,1998,30.8,3023560,29.1,1.7,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-7.6
5512,1999,78.0,3023560,77.8,0.1,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-8.6
5513,2000,50.8,3023560,49.7,1.1,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-8.2
5514,2001,56.9,3023560,51.5,5.4,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-10.4
5515,2002,43.1,3023560,43.1,0.0,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-7.2
5516,2003,71.7,3023560,71.6,0.1,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-8.2
5517,2004,53.3,3023560,49.0,4.4,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-9.4
5518,2005,61.4,3023560,61.4,0.0,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-7.5
5519,2006,56.0,3023560,54.1,1.9,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-4.7
5520,2007,38.8,3023560,38.8,0.0,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-7.3
5521,2008,-9999.9,3023560,-9999.9,-9999.9,AB,JENNER,50.722227777777775,-111.19585277777777,755,No,-9999.9
5522,1908,-9999.9,3023722,-10.0,-10.0,AB,LACOMBE,52.448890555555565,-113.75583472222222,860,Yes,-9.2
5523,1909,79.8,3023722,79.8,0.0,AB,LACOMBE,52.448890555555565,-113.75583472222222,860,Yes,-15.7
5524,1910,63.2,3023722,63.2,0.0,AB,LACOMBE,52.448890555555565,-113.75583472222222,860,Yes,-13.2
5525,1911,38.1,3023722,38.1,0.0,AB,LACOMBE,52.448890555555565,-113.75583472222222,860,Yes,-15.3
5526,1912,31.6,3023722,31.6,0.0,AB,LACOMBE,52.448890555555565,-113.75583472222222,860,Yes,-11.4
5527,1913,72.4,3023722,72.4,0.0,AB,LACOMBE,52.448890555555565,-113.75583472222222,860,Yes,-12.4
5528,1914,71.0,3023722,71.0,0.0,AB,LACOMBE,52.448890555555565,-113.75583472222222,860,Yes,-11.6
5529,1915,37.6,3023722,36.9,0.7,AB,LACOMBE,52.448890555555565,-113.75583472222222,860,Yes,-11.0
5530,1916,-9999.9,3023722,-9999.9,1.1,AB,LACOMBE,52.448890555555565,-113.75583472222222,860,Yes,-14.8
5531,1917,48.9,3023722,48.9,0.0,AB,LACOMBE,52.448890555555565,-113.75583472222222,860,Yes,-15.8
5532,1918,-9999.9,3023722,-9999.9,-9999.9,AB,LACOMBE,52.448890555555565,-113.75583472222222,860,Yes,-15.8
5533,1919,50.1,3023722,37.2,12.9,AB,LACOMBE,52.448890555555565,-113.75583472222222,860,Yes,-10.1
5534,1920,55.9,3023722,55.9,0.0,AB,LACOMBE,52.448890555555565,-113.75583472222222,860,Yes,-11.7
5535,1921,38.5,3023722,34.1,4.4,AB,LACOMBE,52.448890555555565,-113.75583472222222,860,Yes,-11.2
5536,1922,39.2,3023722,39.2,0.0,AB,LACOMBE,52.448890555555565,-113.75583472222222,860,Yes,-14.2
5537,1923,40.5,3023722,40.5,0.0,AB,LACOMBE,52.448890555555565,-113.75583472222222,860,Yes,-12.5
5538,1924,53.0,3023722,53.0,0.0,AB,LACOMBE,52.448890555555565,-113.75583472222222,860,Yes,-10.4
5539,1925,100.6,3023722,100.6,0.0,AB,LACOMBE,52.448890555555565,-113.75583472222222,860,Yes,-14.8
5540,1926,87.4,3023722,78.0,9.4,AB,LACOMBE,52.448890555555565,-113.75583472222222,860,Yes,-6.8
